[00:00:01	][IC] Lorf: Pora pracować.
[21:45:27	]Wenli exited observer at their location.
[21:45:28	]Wenli entered observer.
[21:45:28	]Wenli exited observer at their location.
[21:45:30	]Wenli entered observer.
[21:45:31	]Wenli exited observer at their location.
[21:45:31	]Wenli entered observer.
[21:45:42	]Wenli exited observer at their location.
[21:45:45	]Wenli entered observer.
[21:45:50	]Wenli exited observer at their location.
[21:45:51	]Wenli entered observer.
[21:45:52	]Wenli exited observer at their location.
[21:45:55	]Wenli entered observer.
[21:45:55	]Wenli exited observer at their location.
[21:45:56	]Wenli entered observer.
[21:45:56	]Wenli exited observer at their location.
[21:45:58	]Wenli entered observer.
[21:45:58	]Wenli exited observer at their location.
[21:45:59	]Wenli entered observer.
[21:46:00	]Wenli exited observer at their location.
[21:46:01	]Wenli entered observer.
[21:46:01	]Wenli exited observer at their location.
[21:46:07	]Wenli entered observer.
[21:46:07	]Wenli exited observer at their location.
[21:46:07	]Wenli entered observer.
[21:46:08	]Wenli exited observer at their location.
[21:46:08	]Wenli entered observer.
[21:46:09	]Wenli exited observer at their location.
[21:46:11	]Wenli entered observer.
[21:46:11	]Wenli exited observer at their location.
[21:46:11	]Wenli entered observer.
[21:46:12	]Wenli exited observer at their location.
[21:46:14	]Wenli entered observer.
[21:46:14	]Wenli exited observer at their location.
[21:46:15	]Wenli entered observer.
[21:46:15	]Wenli exited observer at their location.
[21:46:16	]Wenli entered observer.
[21:46:18	]Wenli exited observer at their location.
[21:46:19	]Wenli entered observer.
[21:46:19	]Wenli exited observer at their location.
[21:46:20	]Wenli entered observer.
[21:46:22	]Wenli exited observer at their location.
[21:46:22	]Wenli entered observer.
[21:46:25	]Wenli exited observer at their location.
[21:46:26	]Wenli entered observer.
[21:46:31	]inkaaz loaded the character 'inkaaz'
[21:46:32	]Wenli exited observer at their location.
[21:46:32	]Wenli entered observer.
[21:46:32	]inkaaz has taken 11 damage from worldspawn.
[21:46:34	]inkaaz entered observer.
[21:46:39	]Wenli exited observer at their location.
[21:46:39	]Wenli entered observer.
[21:46:42	]Wenli exited observer at their location.
[21:46:43	]Wenli entered observer.
[21:46:43	]Wenli exited observer at their location.
[21:46:43	]Wenli entered observer.
[21:46:44	]Wenli exited observer at their location.
[21:46:45	]Wenli entered observer.
[21:46:47	]Wenli exited observer at their location.
[21:46:47	]Wenli entered observer.
[21:47:00	]Wenli exited observer at their location.
[21:47:01	]Wenli entered observer.
[21:47:01	]Wenli exited observer at their location.
[21:47:02	]Wenli entered observer.
[21:47:03	]Wenli exited observer at their location.
[21:47:04	]Wenli entered observer.
[21:47:08	]Wenli exited observer at their location.
[21:47:09	]Wenli entered observer.
[21:47:10	]Wenli exited observer at their location.
[21:47:10	]Wenli entered observer.
[21:47:11	]Wenli exited observer at their location.
[21:47:12	]Wenli entered observer.
[21:47:20	]Wenli exited observer at their location.
[21:47:22	]Wenli entered observer.
[21:47:24	]Wenli exited observer at their location.
[21:47:26	]Wenli entered observer.
[21:47:26	]Wenli exited observer at their location.
[21:47:29	]Wenli entered observer.
[21:47:29	]Wenli exited observer at their location.
[21:47:31	]Wenli entered observer.
[21:47:32	]Wenli exited observer at their location.
[21:47:33	]Wenli entered observer.
[21:47:34	]Wenli exited observer at their location.
[21:47:34	]Wenli entered observer.
[21:47:36	]Wenli exited observer at their location.
[21:47:37	]Wenli entered observer.
[21:47:37	]Wenli exited observer at their location.
[21:47:38	]Wenli entered observer.
[21:47:39	]Wenli exited observer at their location.
[21:47:40	]Wenli has taken 24 damage from worldspawn.
[21:47:42	]Wenli entered observer.
[21:47:43	]Wenli exited observer at their location.
[21:47:44	]Wenli entered observer.
[21:47:45	]Wenli exited observer at their location.
[21:47:47	]Wenli entered observer.
[21:47:48	]Wenli exited observer at their location.
[21:47:49	]Wenli entered observer.
[21:47:49	]Wenli exited observer at their location.
[21:47:50	]Wenli entered observer.
[21:48:06	]Wenli exited observer at their location.
[21:48:06	]Wenli entered observer.
[21:48:07	]Wenli exited observer at their location.
[21:48:13	]Wenli entered observer.
[21:48:14	]Wenli exited observer at their location.
[21:48:15	]Wenli entered observer.
[21:48:15	]Wenli exited observer at their location.
[21:48:15	]Wenli entered observer.
[21:48:17	]Wenli exited observer at their location.
[21:48:18	]Wenli entered observer.
[21:48:22	]Wenli exited observer at their location.
[21:48:23	]Wenli entered observer.
[21:48:23	]Wenli exited observer at their location.
[21:48:25	]Wenli entered observer.
[21:48:26	]Wenli exited observer at their location.
[21:48:40	]Wenli entered observer.
[21:48:40	]Wenli exited observer at their location.
[21:48:41	]Wenli entered observer.
[21:48:46	]Wenli exited observer at their location.
[21:48:49	]Wenli entered observer.
[21:48:50	]Wenli exited observer at their location.
[21:48:54	]Wenli entered observer.
[21:48:55	]Wenli exited observer at their location.
[21:48:58	]Wenli entered observer.
[21:48:59	]Wenli exited observer at their location.
[21:48:59	]Wenli entered observer.
[21:49:01	]Wenli exited observer at their location.
[21:49:12	]Wenli entered observer.
[21:49:12	]Wenli exited observer at their location.
[21:49:14	]Wenli entered observer.
[21:49:14	]Wenli exited observer at their location.
[21:49:15	]Wenli entered observer.
[21:49:15	]Wenli exited observer at their location.
[21:49:18	]Wenli entered observer.
[21:49:18	]Wenli exited observer at their location.
[21:49:20	]Wenli entered observer.
[21:49:20	]Wenli exited observer at their location.
[21:49:21	]Wenli entered observer.
[21:49:22	]Wenli exited observer at their location.
[21:49:23	]Wenli entered observer.
[21:49:25	]Wenli exited observer at their location.
[21:49:25	]Wenli entered observer.
[21:49:28	]Wenli exited observer at their location.
[21:49:29	]Wenli entered observer.
[21:49:30	]Wenli exited observer at their location.
[21:49:31	]Wenli entered observer.
[21:49:31	]Wenli exited observer at their location.
[21:49:32	]Wenli entered observer.
[21:49:33	]Wenli exited observer at their location.
[21:49:34	]Wenli entered observer.
[21:49:35	]Wenli exited observer at their location.
[21:49:35	]Wenli entered observer.
[21:49:38	]Wenli exited observer at their location.
[21:49:44	]Wenli entered observer.
[21:49:44	]Wenli exited observer at their location.
[21:49:46	]Wenli entered observer.
[21:49:47	]Wenli exited observer at their location.
[21:49:49	]Wenli entered observer.
[21:49:49	]Wenli exited observer at their location.
[21:49:50	]Wenli entered observer.
[21:49:50	]Wenli exited observer at their location.
[21:49:52	]Wenli entered observer.
[21:49:52	]Wenli exited observer at their location.
[21:49:54	]Wenli entered observer.
[21:49:54	]Wenli exited observer at their location.
[21:49:54	]Wenli entered observer.
[21:49:54	]Wenli exited observer at their location.
[21:49:56	]Wenli entered observer.
[21:49:56	]Wenli exited observer at their location.
[21:49:57	]Wenli entered observer.
[21:49:58	]Wenli exited observer at their location.
[21:49:59	]Wenli entered observer.
[21:49:59	]Wenli exited observer at their location.
[21:49:59	]Wenli entered observer.
[21:50:18	]Wenli exited observer at their location.
[21:50:18	]Wenli entered observer.
[21:50:19	]Wenli exited observer at their location.
[21:50:19	]Wenli entered observer.
[21:50:20	]Wenli exited observer at their location.
[21:50:21	]Wenli entered observer.
[21:50:21	]Wenli exited observer at their location.
[21:50:22	]Wenli entered observer.
[21:50:25	]Wenli exited observer at their location.
[21:50:26	]Wenli entered observer.
[21:50:40	]Wenli exited observer at their location.
[21:50:41	]Wenli entered observer.
[21:50:46	]Wenli exited observer at their location.
[21:50:46	]Wenli entered observer.
[21:50:48	]Wenli exited observer at their location.
[21:50:49	]Wenli entered observer.
[21:50:50	]Wenli exited observer at their location.
[21:50:52	]Wenli has taken 41 damage from worldspawn.
[21:51:06	]Wenli ran SAM command 'hp' with arguments: '^' '100'
[21:51:09	]Wenli is fully healed.
[21:51:11	][OOC] Wenli: szkielet
[21:51:12	]Wenli entered observer.
[21:51:14	]Wenli exited observer at their location.
[21:51:15	]Wenli entered observer.
[21:51:17	]Wenli exited observer at their location.
[21:51:18	]Wenli entered observer.
[21:51:18	]Wenli exited observer at their location.
[21:52:45	]Wenli entered observer.
[21:52:46	]Wenli exited observer at their location.
[21:52:46	]Wenli has taken 1 damage from worldspawn.
[21:52:46	]Wenli entered observer.
[21:52:49	]Wenli exited observer at their location.
[21:52:49	]Wenli entered observer.
[21:52:50	]Wenli exited observer at their location.
[21:52:50	]Wenli entered observer.
[21:52:50	]Wenli exited observer at their location.
[21:53:01	]inkaaz przeszedł w tryb AFK.
[21:54:21	]inkaaz nie jest już AFK. Całkowity czas spędzony AFK:  375
[21:55:32	]Wenli entered observer.
[21:55:35	]Wenli exited observer at their location.
[21:56:10	]Wenli (STEAM_0:1:86169246) has disconnected.
[21:56:25	]Lucas Bennett nie jest już AFK. Całkowity czas spędzony AFK:  2195
[21:56:25	]Lucas Bennett ran SAM command 'asay' with arguments: 'sex sex sex sex'
[21:59:21	]inkaaz przeszedł w tryb AFK.
[22:01:30	]Lucas Bennett przeszedł w tryb AFK.
[22:10:15	]Lucas Bennett nie jest już AFK. Całkowity czas spędzony AFK:  820
[22:13:41	]inkaaz nie jest już AFK. Całkowity czas spędzony AFK:  1155
[22:15:15	]Lucas Bennett przeszedł w tryb AFK.
[22:18:41	]inkaaz przeszedł w tryb AFK.
[22:19:05	]Lucas Bennett nie jest już AFK. Całkowity czas spędzony AFK:  525
[22:22:26	]inkaaz nie jest już AFK. Całkowity czas spędzony AFK:  520
[22:22:42	]inkaaz exited observer at their location.
[22:22:44	]inkaaz entered observer.
[22:22:44	]inkaaz exited observer at their location.
[22:22:45	]inkaaz entered observer.
[22:22:46	]inkaaz exited observer at their location.
[22:22:47	]inkaaz entered observer.
[22:23:29	]inkaaz ran SAM command 'menu' with arguments: ''
[22:24:35	]Lucas Bennett przeszedł w tryb AFK.
[22:25:32	]inkaaz exited observer at their location.
[22:25:33	]inkaaz entered observer.
[22:26:29	]inkaaz exited observer at their location.
[22:26:30	]inkaaz entered observer.
[22:34:56	]inkaaz przeszedł w tryb AFK.
[22:39:50	]Lucas Bennett has gained level 1 in the Prędkość skill.
[22:39:55	]Lucas Bennett nie jest już AFK. Całkowity czas spędzony AFK:  1215
[22:40:18	]Lucas Bennett has spawned 'models/props_c17/FurnitureDrawer001a.mdl'.
[22:40:33	]Lucas Bennett has spawned 'models/props_c17/FurnitureCupboard001a.mdl'.
[22:41:13	]Lucas Bennett has spawned 'models/props_interiors/refrigeratorDoor01a.mdl'.
[22:41:16	]Lucas Bennett has spawned 'models/props_interiors/refrigeratorDoor02a.mdl'.
[22:41:20	]Lucas Bennett has fired a toolgun with the name: nocollide
[22:41:24	]Lucas Bennett has fired a toolgun with the name: nocollide
[22:41:26	]Lucas Bennett has fired a toolgun with the name: nocollide
[22:43:09	]Lucas Bennett has spawned 'models/props/cs_office/plant01.mdl'.
[22:43:16	]Lucas Bennett has spawned 'models/props/de_inferno/potted_plant1_p1.mdl'.
[22:43:18	]Lucas Bennett has spawned 'models/props/de_inferno/potted_plant1.mdl'.
[22:43:26	]inkaaz is fully healed.
[22:43:29	]Lucas Bennett has spawned 'models/props/de_inferno/potted_plant2.mdl'.
[22:43:32	]Lucas Bennett has spawned 'models/props/de_inferno/potted_plant2.mdl'.
[22:43:33	]Lucas Bennett has spawned 'models/props/de_inferno/potted_plant2.mdl'.
[22:43:35	]Lucas Bennett has spawned 'models/props/de_inferno/potted_plant2.mdl'.
[22:44:14	]Lucas Bennett ran SAM command 'asay' with arguments: 'jokaz kochanie potrzebuje cie na chwile'
[22:44:26	]inkaaz nie jest już AFK. Całkowity czas spędzony AFK:  865
[22:44:38	]inkaaz ran SAM command 'menu' with arguments: ''
[22:44:39	]inkaaz claimed a report by Lucas Bennett (Czarny).
[22:44:41	]inkaaz ran SAM command 'goto' with arguments: '#1'
[22:44:44	][IC] inkaaz: Ja moge być.
[22:44:48	][IC] inkaaz: Czy tylko jokaz :((.
[22:44:50	]inkaaz exited observer at their location.
[22:44:53	][IC] Lucas Bennett: A nie.
[22:44:55	][IC] Lucas Bennett: Sory.
[22:44:57	][IC] Lucas Bennett: Inkaaz.
[22:45:22	]inkaaz has spawned a lodówka.
[22:45:30	]inkaaz ran 'take' on item 'Lodówka' (#6656)
[22:45:30	]inkaaz has gained a 'Lodówka' #6656.
[22:45:37	]inkaaz has disabled persistence for 'models/props_interiors/refrigerator01a.mdl'.
[22:45:37	]inkaaz has used a context menu option with the name: persist_end
[22:45:38	]inkaaz has used a context menu option with the name: remove
[22:45:39	]inkaaz has spawned 'models/props_c17/FurnitureFridge001a.mdl'.
[22:45:41	]inkaaz created a 'Lodówka' container.
[22:45:41	]inkaaz has used a context menu option with the name: wncontainer_create
[22:45:44	]inkaaz opened the 'Lodówka' #968 container.
[22:45:47	]inkaaz closed the 'Lodówka' #968 container.
[22:46:04	]inkaaz has enabled persistence for 'models/props_c17/furniturecupboard001a.mdl'.
[22:46:04	]inkaaz has used a context menu option with the name: persist
[22:46:05	]inkaaz has enabled persistence for 'models/props_c17/furnituredrawer001a.mdl'.
[22:46:05	]inkaaz has used a context menu option with the name: persist
[22:46:07	]inkaaz has enabled persistence for 'models/props/cs_office/plant01.mdl'.
[22:46:07	]inkaaz has used a context menu option with the name: persist
[22:46:10	]inkaaz has enabled persistence for 'models/props/de_inferno/potted_plant1.mdl'.
[22:46:10	]inkaaz has used a context menu option with the name: persist
[22:46:11	]inkaaz has enabled persistence for 'models/props/de_inferno/potted_plant2.mdl'.
[22:46:11	]inkaaz has used a context menu option with the name: persist
[22:47:04	]inkaaz has spawned 'models/props_forest/footlocker01_closed.mdl'.
